id,topic,difficulty,concept,question,mediaType,mediaUrl,mediaSource,optionA,optionB,optionC,optionD,correctAnswer,explanation
ct-b-002,Color Theory,Beginner,Identification,Which colors are considered warm colors?,image,https://asset.eyecannndy.com/media/clip/2024/03/25/261711341638.webp,"""Eyecandy - Fantastic Mr. Fox""","Reds, oranges, and yellows",Blues and greens,Purples and magentas,Grays and whites,A,"Warm colors include reds, oranges, and yellows. They evoke feelings of warmth, energy, passion, and comfort. In cinematography, warm colors are used to create intimate, inviting atmospheres. Films like 'Amélie' use warm color palettes to create whimsical, romantic moods. Warm lighting suggests sunrise, sunset, firelight, or cozy interior spaces."
ct-b-003,Color Theory,Beginner,Application,What mood do cool colors typically convey?,image,https://m.media-amazon.com/images/M/MV5BNzYwMTQ1ODY1MV5BMl5BanBnXkFtZTgwMTU5NDc5OTE@._V1_FMjpg_UX2160_.jpg,"""IMDb - Moonlight""",Warmth and comfort,"Calm, distance, or melancholy",Celebration and joy,Aggression and danger,B,"Cool colors (blues, greens, purples) create feelings of calm, distance, isolation, or melancholy. 'Blade Runner' uses cool blue tones to create its dystopian atmosphere. Cool colors suggest night, winter, water, and technology. They can also represent sadness, loneliness, or emotional detachment in narrative contexts."
ct-b-004,Color Theory,Beginner,Definition,What are complementary colors?,image,https://asset.eyecannndy.com/media/clip/2023/12/21/261703199458.webp,"""Eyecandy - Nike x End Clothing""",Colors opposite each other on the color wheel,Different shades of the same color,Colors next to each other on the color wheel,Only black and white,A,"Complementary colors sit opposite each other on the color wheel (red/green, blue/orange, yellow/purple). When placed together, they create maximum contrast and visual vibration. Filmmakers use complementary color schemes to create visually striking images and to separate subjects from backgrounds, as seen in 'Mad Max: Fury Road' with its orange/teal aesthetic."
ct-b-005,Color Theory,Beginner,Definition,What is color grading?,image,https://asset.eyecannndy.com/media/clip/2024/01/16/261705384691.webp,"""Eyecandy - Insecure""",Ranking colors by importance,Adjusting colors in post-production,Organizing colored gels according to the visible light spectrum,Adjusting colors while shooting is occuring,B,"Color grading is the post-production process of adjusting and enhancing colors in footage to achieve a specific look, mood, or aesthetic. Colorists manipulate hue, saturation, and luminance to create consistency across shots and establish visual tone. The teal-and-orange look popularized in modern action films, or the desaturated palette of 'Saving Private Ryan,' are achieved through color grading."
ct-b-006,Color Theory,Beginner,Application,What does saturation refer to in color?,image,https://media.greatbigphotographyworld.com/wp-content/uploads/2021/08/color-in-photography-explained.jpg,"""Great Big Photography World""",The temperature of a color,The lightness or darkness of a color,The intensity or purity of a color,The size of colored objects,C,"Saturation describes the intensity or purity of a color—how vivid or muted it appears. Highly saturated colors are bold and vibrant; desaturated colors are muted and grayish. Wes Anderson films use highly saturated colors for stylized, storybook aesthetics, while Christopher Nolan often desaturates for realism and grittiness."
ct-b-007,Color Theory,Beginner,Definition,What is a monochromatic color scheme?,image,https://asset.eyecannndy.com/media/clip/2024/07/05/261720165149.webp,"""Eyecandy - Alright by Victoria Monet""",Using different shades and tints of a single color,Using all colors equally,Using only black and white,Using no color at all,A,"A monochromatic color scheme uses variations (tints, shades, tones) of a single color. This creates a unified, harmonious look with subtle variations in lightness and saturation. The blue-dominated palette in 'The Grand Budapest Hotel's' present-day sequences or the golden tones throughout 'O Brother, Where Art Thou?' exemplify monochromatic color design."
ct-b-008,Color Theory,Beginner,Application,What does hue refer to?,image,https://media.greatbigphotographyworld.com/wp-content/uploads/2021/08/Morning-Light.jpg,"""Great Big Photography World""",The actual color itself,The brightness of a color,The size of the light source,The temperature of the light,A,"Hue is the actual color itself—what we call the color: red, blue, green, yellow, etc. It's determined by the wavelength of light. Hue is one of three properties of color (along with saturation and value/luminance). When we say 'change the hue,' we mean shifting from one color to another on the color wheel."
ct-b-009,Color Theory,Beginner,Definition,What is white balance?,image,https://media.greatbigphotographyworld.com/wp-content/uploads/2021/08/White-and-Yellow-Color-Flower.jpg,"""Great Big Photography World""",Ensuring the same number of white lights are across the set,Adjusting camera settings to render colors accurately under different lighting,Balancing light and shadow ,Adjusting camera settings to render whites accurately under different lighting,D,"White balance adjusts the camera to render white objects as white under different color temperatures of light. Without proper white balance, whites may appear orange under tungsten light or blue under daylight. Cinematographers can intentionally set incorrect white balance for creative effects, making scenes warmer or cooler than reality."
ct-b-010,Color Theory,Beginner,Application,What emotion is red often associated with?,image,https://m.media-amazon.com/images/M/MV5BNDZhMzRlNDYtODZkOS00NjBiLTk3NGEtZDI1N2Q3OGViYTQ4XkEyXkFqcGc@._V1_FMjpg_UX1920_.jpg,"""IMDb - Sinners""",Calm and peace,Boredom and neutrality,"Passion, danger, or anger",Sadness and depression,C,"Red is associated with strong emotions: passion, love, danger, anger, violence, power, and energy. In 'The Sixth Sense,' red appears before supernatural events. 'Schindler's List' uses a girl in a red coat as the only color in a black-and-white film. Red immediately draws the eye and creates psychological intensity."
ct-b-011,Color Theory,Beginner,Application,What does blue typically symbolize?,image,https://m.media-amazon.com/images/M/MV5BMTMyMzcyNDI0OF5BMl5BanBnXkFtZTcwNDY0NTUxNA@@._V1_FMjpg_UX2048_.jpg,"""IMDB - The Social Network""",Anger and aggression,Happiness and warmth,Wealth and luxury,"Cold, sadness, or tranquility",D,"Blue symbolizes coldness, sadness, isolation, tranquility, or technology. 'The Social Network' uses cool blue tones to emphasize digital isolation. Blue can represent depression (feeling 'blue'), but also serenity (blue skies, water). Its meaning depends on context, saturation, and associated elements in the frame."
ct-b-012,Color Theory,Beginner,Definition,What is an analogous color scheme?,image,https://asset.eyecannndy.com/media/clip/2025/02/10/261739192911.webp,"""Eyecandy - Static by Federer",Colors of equal brightness,Colors adjacent to each other on the color wheel,Colors opposite each other on the color wheel,"Only black, white, and gray",B,"Analogous color schemes use colors next to each other on the color wheel (like blue, blue-green, and green). This creates harmonious, pleasing compositions without harsh contrast. Autumn scenes with reds, oranges, and yellows use analogous schemes. 'Moonlight' uses analogous blues and purples for its dream-like, cohesive aesthetic."
ct-b-013,Color Theory,Beginner,Application,What does green often represent in film?,image,https://m.media-amazon.com/images/M/MV5BNmRmMzIzZWItNTA2MC00MjhiLWIyNTYtMzQxNDlmODkxYzIyXkEyXkFqcGc@._V1_FMjpg_UX1920_.jpg,"""IMDb - The Matrix""",Wealth and prosperity,High speeds and action,"Nature, sickness, or the unnatural",Love and budding romance,C,"Green represents nature and growth, but also sickness, decay, poison, or the unnatural/supernatural. 'The Matrix' uses green to represent the artificial digital world. Horror films use sickly green tones for unsettling effects. Context matters: bright natural green suggests life; toxic green suggests danger or corruption."
ct-b-014,Color Theory,Beginner,Definition,What is color contrast?,image,https://m.media-amazon.com/images/M/MV5BNTJkMTkwNTYtMjQxYS00MTE0LTlhMGYtMzc1ODJiODM4ZjlkXkEyXkFqcGc@._V1_FMjpg_UY2997_.jpg,"""IMDb - The Wizard of Oz""",The sum of all the colors in an image,The difference between colors in an image,Only black and white imagery,Using no colors,B,"Color contrast is the difference between colors in composition—how much they differ in hue, saturation, or value. High contrast (complementary colors, bright vs. dark) creates energy and visual interest; low contrast creates subtlety and harmony. 'Sin City' uses extreme color contrast with limited color in black-and-white environments."
ct-b-015,Color Theory,Beginner,Application,What does yellow commonly symbolize?,image,https://m.media-amazon.com/images/M/MV5BOWZlMDk1MDgtN2EyMC00N2M0LWI1NDMtMDUzNjY3MDQxODExXkEyXkFqcGc@._V1_FMjpg_UX1218_.jpg,"""IMDb - The Wizard of Oz""","Mystery, intrigue or secrets","Sadness, solitude or depression","Anger, passion or violence","Happiness, optimism, or warning",D,"Yellow symbolizes happiness, optimism, sunshine, and energy, but also caution and warning (traffic lights, hazard signs). 'Little Miss Sunshine' uses yellow for its optimistic themes. However, sickly yellow-green can suggest decay or illness. Context and shade determine whether yellow feels joyful or unsettling."
ct-i-001,Color Theory,Intermediate,Application,What is the Purkinje effect in color perception?,gif,https://upload.wikimedia.org/wikipedia/commons/2/2e/Purkinje_effect.gif,"""Wikipedia""",Human eyes perceive blue and green more sensitively than red in low light,Human eyes perceiving all colors the same at night,Human eyes perceiving colors as brighter in darkness,Human eyes perceiving red as more visible in darkness,A,"The Purkinje effect describes how human vision shifts toward blue-green sensitivity in low light conditions, while reds appear darker and less saturated. This is why cinematographers in film noir often used blue-toned night scenes. Digital cameras don't replicate this naturally, so cinematographers adjust color in post to match human perception for realistic nighttime scenes."
ct-i-002,Color Theory,Intermediate,Definition,What is a triadic color scheme?,image,https://asset.eyecannndy.com/media/clip/2025/02/10/261739172109.webp,"""Eyecandy - DENIAL IS A RIVER by Doechii""",Using three different lights on set,Using three colors equally spaced on the color wheel,Using three different camera angles on set,Using three shades of one color in post-production,B,"A triadic color scheme uses three colors equally spaced around the color wheel (like red, yellow, and blue, or orange, green, and purple). This creates vibrant, balanced compositions with strong visual interest without being as contrasting as complementary schemes. Pixar's animation often employs triadic schemes for eye-catching, harmonious visuals."
ct-i-003,Color Theory,Intermediate,Application,What is the purpose of color correction vs. color grading?,image,https://www.proglobalbusinesssolutions.com/wp-content/uploads/2023/07/color-grading-color-correction-difference.webp,"""Pro Global Business Solutions""",Correction fixes technical issues; grading creates aesthetic looks,They are the same thing and used interchangeably,Grading fixes technical issues; Correction creates aesthetic looks,Grading always happens before correction,A,"Color correction fixes technical problems (matching shots, balancing exposures, removing color casts) to create a neutral, consistent baseline. Color grading is the creative process of establishing a specific aesthetic, mood, or look. All footage needs correction; grading is the artistic step. Think: correction makes it right, grading makes it beautiful."
